Manufacturer,Model,ICAO Type Designator,ICAO WTC,MCTOM (Kg),UK Departure WTC,UK Arrival WTC,Common Name
PZL-SWIDNIK,Anakonda,W3,L,6400,L,L,
PZL-SWIDNIK,Erka,W3,L,6400,L,L,
PZL-SWIDNIK,Gipsowka,W3,L,6400,L,L,
PZL-SWIDNIK,Gluszec,W3,L,6400,L,L,
PZL-SWIDNIK,Huzar,W3,L,6400,L,L,
PZL-SWIDNIK,Procjon,W3,L,6400,L,L,
PZL-SWIDNIK,S-1 Procjon,W3,L,6400,L,L,
PZL-SWIDNIK,Sokól,W3,L,6400,L,L,
PZL-SWIDNIK,SRR-10 Procjon,W3,L,6400,L,L,
PZL-SWIDNIK,W-3 Anakonda,W3,L,6400,L,L,
PZL-SWIDNIK,W-3 Erka,W3,L,6400,L,L,
PZL-SWIDNIK,W-3 Gipsowka,W3,L,6400,L,L,
PZL-SWIDNIK,W-3 Gluszec,W3,L,6400,L,L,
PZL-SWIDNIK,W-3 Huzar,W3,L,6400,L,L,
PZL-SWIDNIK,W-3 Sokól,W3,L,6400,L,L,
QINGDAO,B-2,BRB2,L,758,L,L,
QUARTZ MOUNTAIN,11E,L11E,L,1034,L,L,
QUERCY,CQR-01,QR01,L,0,L,L,
QUEST,Kodiak,KODI,L,3291,L,L,
QUESTAIR,Spirit,SPIR,L,0,L,L,
QUESTAIR,M-20 Venture,VTUR,L,0,L,L,
QUICKIE,Quickie Q2,QIC2,L,500,L,L,
QUICKIE,Quickie,QUIC,L,0,L,L,
R & B,Bearhawk,BEAR,L,1225,L,L,
R & B,Bearhawk Patrol,BPAT,L,907,L,L,
RACA,500,H500,L,1519,L,L,
RAF,SE-5A Replica,SE5A,L,0,L,L,
RAGWING,Stork (RW-19),RW19,L,0,L,L,
RAGWING,Stork (RW-20),RW20,L,0,L,L,
RAGWING,Tiger Moth,RW22,L,0,L,L,
RAGWING,Special 2,RW26,L,0,L,L,
RAINBOW,Cheetah,CTAH,L,560,L,L,
RAINBOW SKYREACH,BushCat,BUSH,L,560,L,L,
RAJ HAMSA,XA-85 X-Air LS,XA85,L,0,L,L,
RAJ HAMSA,X-AIR F Gumnam,XAIR,L,0,L,L,
RAND,KR-1,KR1,L,0,L,L,
RAND,KR-2,KR2,L,0,L,L,
RANS,S-6 Coyote 2,COY2,L,599,L,L,
RANS,S-7 Courier,CRER,L,544,L,L,
RANS,Pursuit,PURS,L,0,L,L,
RANS,S-12 Airaile,RS12,L,0,L,L,
RANS,S-20 Raven,RS20,L,599,L,L,
RANS,Sakota,SAKO,L,0,L,L,
RANS,S-16 Shekari,SHEK,L,0,L,L,
RANS,Venterra,VTRA,L,599,L,L,
RAVIN,Ravin 300,RAV3,L,0,L,L,
RAVIN,Ravin 500,RAV5,L,1621,L,L,
RAYTHEON,300 (B300) Super King Air 350,B350,L/M,7765,L,L,
RAYTHEON,Bonanza (B36TC),BT36,L,1656,L,L,
RAYTHEON,Sentinel,GLEX,M,52095,M,LM,
RAYTHEON,Hawker 800,H25B,M,14106,L,L,
RAYTHEON,Hawker 1000,H25C,M,14106,L,L,
RAYTHEON,390 Premier 1,PRM1,L,5670,L,L,
RAYTHEON,2000 Starship,STAR,L,6759,L,L,
RAYTHEON,Harvard 2,TEX2,L,3130,L,L,
REALITY,Escapade,ESCP,L,599,L,L,
REARWIN,8090 Cloudster,CLDS,L,862,L,L,
REARWIN,2000 Ken-Royce,KERO,L,1070,L,L,
REARWIN,Skyranger,SKYR,L,658,L,L,
REARWIN,6000 Speedster,SPDR,L,771,L,L,
REARWIN,7000 Sportster,SPST,L,733,L,L,
REDFERN,Nieuport 17,NPOR,L,0,L,L,
REDFERN,DH-2,RDH2,L,0,L,L,
REFLEX,Lightning Bug,LBUG,L,0,L,L,
REIMS,F406 Vigilant,F406,L,4468,L,L,
REIMS,FP337 Pressurized Skymaster,P337,L,2132,L,L,
REINER STEMME,Q-01,Q01,L,0,L,L,
REMOS,Mirage,G3,L,472,L,L,
REMOS,GX,GX,L,600,L,L,
RENAISSANCE (1),Berkut,BKUT,L,0,L,L,
REPLICA PLANS,SE-5A Replica,SE5R,L,0,L,L,
REPUBLIC,Alouette 2,ALO2,L,1650,L,L,
REPUBLIC,SE-3130 Alouette 2,ALO2,L,1500,L,L,
REPUBLIC,Thunderbolt,P47,M,6350,L,L,
REVOLUTION,Voyager-500,V500,L,600,L,L,
RHEIN,Fanliner,FANL,L,0,L,L,
RHEIN,Sirius 2,SIR2,L,0,L,L,
RHEIN-WEST-FLUG,RW-3 Multoplane,RW3,L,900,L,L,
RIHN,DR-109 Rhino,R109,L,0,L,L,
RIHN,One Design,RODS,L,0,L,L,
RILEY,Rocket P210,P210,L,1860,L,L,
RIMOWA,F-13 Replica,F13,L,2000,L,L,
ROBIN,ATL,ATL,L,580,L,L,
ROBIN,Excellence,DR10,L,753,L,L,
ROBIN,DR-380 Prince,DR30,L,1070,L,L,
ROBIN,2+2 (DR-400),DR40,L,1150,L,L,
ROBIN,HR-100 President,HR10,L,1470,L,L,
ROBIN,Acrobin,HR20,L,800,L,L,
ROBIN,Aiglon,R100,L,1150,L,L,
ROBIN,Alpha,R200,L,900,L,L,
ROBIN,R-3100,R300,L,1150,L,L,
ROBIN,X-4,X4,L,0,L,L,
ROBINSON,Beta,R22,L,621,L,L,
ROBINSON,Mariner,R22,L,621,L,L,
ROBINSON,R-22,R22,L,590,L,L,
ROBINSON,R-22 Beta,R22,L,621,L,L,
ROBINSON,R-22 Mariner,R22,L,621,L,L,
ROBINSON,Astro,R44,L,1134,L,L,
ROBINSON,Clipper,R44,L,1134,L,L,
ROBINSON,R-44 Astro,R44,L,1134,L,L,
ROBINSON,R-44 Clipper,R44,L,1134,L,L,
ROBINSON,R-44 Raven,R44,L,1134,L,L,
ROBINSON,Raven,R44,L,1134,L,L,
ROBINSON,R-66,R66,L,1315,L,L,
ROCK,Krähe,KRAH,L,0,L,L,
ROCKET,Rocket 185,R185,L,0,L,L,
ROCKWELL,112 Alpine Commander,AC11,L,1499,L,L,
ROCKWELL,500 Shrike Commander,AC50,L,3062,L,L,
ROCKWELL,Commander 685,AC6L,L,4264,L,L,
ROCKWELL,Jetprop Commander 840,AC90,L,4853,L,L,
ROCKWELL,Jetprop Commander 980,AC95,L,5330,L,L,
ROCKWELL,Lancer,B1,H,216365,H,H,
ROCKWELL,Commander 710,RC70,L,3151,L,L,
ROCKWELL,Sabre 65,SBR1,M,10886,L,L,
ROCKWELL,Sabre 80,SBR2,M,10569,L,L,
ROCKWELL,Buckeye,T2,L,0,L,L,
ROCKWELL,Bronco,V10,L,6552,L,L,
ROGERSON HILLER,Hornet,FH11,L,1248,L,L,
ROGERSON HILLER,Pegasus,FH11,L,1248,L,L,
ROGERSON HILLER,RH-1100 Hornet,FH11,L,1248,L,L,
ROGERSON HILLER,RH-1100 Pegasus,FH11,L,1248,L,L,
ROGERSON HILLER,Hauler,UH12,L,1588,L,L,
ROGERSON HILLER,UH-12E Hauler,UH12,L,1588,L,L,
ROKO AERO,NG-4,NG4,L,600,L,L,
ROLLADEN-SCHNEIDER,LS-8T,LS8,L,575,L,L,
ROLLADEN-SCHNEIDER,LS-9,LS9,L,515,L,L,
ROLLASON,Beta,BETA,L,386,L,L,
ROLLASON,D-62 Condor,D6CR,L,0,L,L,
ROTEC,Panther 2,PANT,L,0,L,L,
ROTORSMART,HeliSmart,HSMT,L,685,L,L,
ROTORWAY,A-600 Talon,A600,L,700,L,L,
ROTORWAY,Eagle 300T,EGL3,L,1000,L,L,
ROTORWAY,Exec,EXEC,L,700,L,L,
ROTORWAY,JetExec,EXEJ,L,500,L,L,
ROTORWAY,Scorpion,SCOR,L,500,L,L,
RTAF,Fantrainer,FANT,L,0,L,L,
RTAF,Chandra,RTA4,L,0,L,L,
RUAG,AS-532 Cougar,AS32,M,9300,S,S,
RUAG,Cougar,AS32,M,9300,S,S,
RUAG,Dornier 228,D228,L,6400,L,L,
RUAG,Dornier 328 JET Envoy,J328,M,15660,L,L,
RUPERT,R-11,R11,L,0,L,L,
RUSCHMEYER,R-90-230FG,R90F,L,1350,L,L,
RUSCHMEYER,R-90-230RG,R90R,L,1350,L,L,
RUSCHMEYER,R-90-420AT,R90T,L,1350,L,L,
RUTAN,Boomerang,BOOM,L,0,L,L,
RUTAN,Cozy,COZY,L,0,L,L,
RUTAN,Defiant,DEFI,L,0,L,L,
RUTAN,61 Long-EZ,LGEZ,L,0,L,L,
RUTAN,77 Solitaire,SOLI,L,0,L,L,
RUTAN,33 VariEze,VEZE,L,0,L,L,
RUTAN,32 VariViggen,VVIG,L,0,L,L,
RYAN,ST-3KR Recruit,PT22,L,855,L,L,
RYAN,ST-M,RYST,L,726,L,L,
SAAB,MFI-17 Supporter,MF17,L,1200,L,L,
SAAB,105,SB05,L,4080,L,L,
SAAB,2000,SB20,M,22999,S,S,
SAAB,29,SB29,M,7500,L,L,
SAAB,Lansen,SB32,M,13500,L,L,
SAAB,AJS37 Viggen,SB37,M,20000,S,S,
SAAB,Gripen,SB39,M,16500,L,L,
SAAB,91 Safir,SB91,L,0,L,L,
SAAB-FAIRCHILD,SF-340,SF34,M,13605,L,L,
SAASA,Cuauhtemoc,M4,L,1043,L,L,
SABCA,A-109,A109,L,3175,L,L,
SADLER,Piranha,A22,L,0,L,L,
SADLER,Vampire,SAVA,L,0,L,L,
SAFAT,2,ZA6,L,700,L,L,
SAI (1),KZ-2 Traener,KZ2,L,0,L,L,
SAI (1),KZ-3,KZ3,L,0,L,L,
SAI (1),KZ-4,KZ4,L,0,L,L,
SAI (1),KZ-7 Laerke,KZ7,L,0,L,L,
SAI (1),KZ-8,KZ8,L,0,L,L,
SAI (2),G-97 Spotter,G97,L,0,L,L,
SAINT GERMAIN,Raz-Mut,RAZM,L,0,L,L,
SALVAY-STARK,Skyhopper,SHOP,L,0,L,L,
SAM AIRCRAFT,Sam,SAM,L,816,L,L,
SAN,D-140 Mousquetaire,D140,L,1202,L,L,
SAN,D-150 Mascaret,D150,L,0,L,L,
SARGENT-FLETCHER,FU-24,FU24,L,2087,L,L,
SATIC,A-300ST Beluga,A3ST,H,155000,H,H,
SAUPER,J-300 Joker,J300,L,473,L,L,
SAUPER,ADV-01 Papango,PAGO,L,650,L,L,
SAUSER,P-6E Replica,SP6E,L,0,L,L,
SCALED,151 Ares,ARES,L,2767,L,L,
SCALED,367 BiPod,BPOD,L,649,L,L,
SCALED,311 Global Flyer,GFLY,M,10024,L,L,
SCALED,281 Proteus,PRTS,L,5670,L,L,
SCALED,351 Stratolaunch,SLCH,H,589670,H,H,
SCALED,Space Ship Two,SS2,M,11340,L,L,
SCALED,White Knight Two,WHK2,M,29484,S,S,
SCALED,318 White Knight,WHKN,M,8165,L,L,
SCHAFER,DC-3-65TP Turbodak,DC3T,M,14470,L,L,
SCHAFER,Comanchero 500,PAT4,L,4082,L,L,
SCHEIBE,Sperling,SF23,L,730,L,L,
SCHEIBE,Motorspatz,SF24,L,0,L,L,
SCHEIBE,SF-27M,SF27,L,330,L,L,
SCHEIBE,SF-28 Tandem Falke,SF28,L,590,L,L,
SCHEIBE,SF-32,SF32,L,0,L,L,
SCHEIBE,SF-35,SF35,L,0,L,L,
SCHEIBE,SF-36,SF36,L,725,L,L,
SCHEMPP-HIRTH,Arcus E,ARCE,L,800,L,L,
SCHEMPP-HIRTH,Arcus T,ARCP,L,850,L,L,
SCHEMPP-HIRTH,Discus BT,DISC,L,565,L,L,
SCHEMPP-HIRTH,Duo Discus T,DUOD,L,750,L,L,
SCHEMPP-HIRTH,Janus CT,JANU,L,620,L,L,
SCHEMPP-HIRTH,Nimbus 4T,NIMB,L,850,L,L,
SCHEMPP-HIRTH,Ventus 2CM,VENT,L,600,L,L,
SCHEMPP-HIRTH,Ventus 3,VENT,L,600,L,L,
SCHLEICHER,ASW-20J,A20J,L,0,L,L,
SCHLEICHER,ASG-32EL,A32E,L,850,L,L,
SCHLEICHER,ASG-32Mi,A32M,L,850,L,L,
SCHLEICHER,ASK-14,AS14,L,0,L,L,
SCHLEICHER,ASK-16,AS16,L,0,L,L,
SCHLEICHER,ASW-20TOP,AS20,L,0,L,L,
SCHLEICHER,ASK-21Mi,AS21,L,705,L,L,
SCHLEICHER,ASW-22BLE,AS22,L,850,L,L,
SCHLEICHER,ASW-24TOP,AS24,L,500,L,L,
SCHLEICHER,ASH-25E,AS25,L,850,L,L,
SCHLEICHER,ASH-26E,AS26,L,525,L,L,
SCHLEICHER,ASW-28E,AS28,L,575,L,L,
SCHLEICHER,ASW-27-18E,AS29,L,600,L,L,
SCHLEICHER,ASH-30Mi,AS30,L,850,L,L,
SCHLEICHER,ASH-31Mi,AS31,L,700,L,L,
SCHLEICHER,AS 33ES,AS33,L,600,L,L,
SCHWEIZER,G-164 Turbo Ag-Cat,G64T,L,2858,L,L,
SCHWEIZER,269,H269,L,1157,L,L,
SCHWEIZER,300,H269,L,1157,L,L,
SCHWEIZER,269A,H269,L,726,L,L,
SCHWEIZER,269B,H269,L,757,L,L,
SCHWEIZER,269C,H269,L,975,L,L,
SCHWEIZER,269C Sky Knight,H269,L,975,L,L,
SCHWEIZER,300 Sky Knight,H269,L,1157,L,L,
SCHWEIZER,Hkp5,H269,L,1157,L,L,
SCHWEIZER,Osage,H269,L,1157,L,L,
SCHWEIZER,Sky Knight,H269,L,1157,L,L,
SCHWEIZER,TH-300,H269,L,1157,L,L,
SCHWEIZER,TH-55 Osage,H269,L,1157,L,L,
SCHWEIZER,330,S330,L,1157,L,L,
SCHWEIZER,333,S330,L,1157,L,L,
SCHWEIZER,269D 330,S330,L,1157,L,L,
SCHWEIZER,269D 333,S330,L,1157,L,L,
SCHWEIZER,Condor,SA37,L,0,L,L,
SCHWEIZER,SA-2-38A Twin Condor,SA38,L,0,L,L,
SCHWEIZER,SA-2-38B Twin Condor,SA8T,L,0,L,L,
SCHWEIZER,TG-7,SG37,L,0,L,L,
SCINTEX,CP-1310 Super Emeraude,CP13,L,0,L,L,
SCINTEX,ML-250 Rubis,RUBI,L,0,L,L,
SCOTTISH AVIATION,Bulldog,BDOG,L,1066,L,L,
SCOTTISH AVIATION,Twin Pioneer,TPIN,L,6622,L,L,
SCWAL,101,SCW1,L,0,L,L,
SEABIRD,Yamamah J430,JAB4,L,700,L,L,
SEABIRD,SB-7 Seeker,SB7,L,974,L,L,
SEGUIN,Geronimo,PA23,L,2177,L,L,
SEPECAT,Jaguar,JAGR,M,15700,L,L,
SEQUOIA,Falco,F8L,L,780,L,L,
SERV-AERO,Ag-Cat-Leo,G164,L,2858,L,L,
SERVOPLANT,Aerocraft,SERA,L,0,L,L,
SF,AS-532 Cougar,AS32,M,9300,S,S,
SF,Cougar,AS32,M,9300,S,S,
SGAU,Yastreb,YAST,L,0,L,L,
SHANGHAI SIKORSKY,Shen 2,H269,L,1157,L,L,
SHANGHAI SIKORSKY,Shen 3,H269,L,1157,L,L,
SHANGHAI SIKORSKY,Shen 4,S330,L,1157,L,L,
SHARK AERO,Shark,SHRK,L,598,L,L,
SHARK AIRCRAFT,Shark,SASH,L,0,L,L,
SHENYANG,J-8A,J8A,M,12700,L,L,
SHENYANG,F-8T,J8B,M,18800,S,S,
SHENYANG,J-5,MG17,L,0,L,L,
SHENYANG,JJ-6,MG19,M,8900,L,L,
SHENYANG SAILPLANE,HU-1 Seagull,HU1,L,0,L,L,
SHENYANG SAILPLANE,HU-2 Petrel,HU2,L,0,L,L,
SHERPA,Sherpa,SHER,L,0,L,L,
SHORT,SC-5 Belfast,BELF,M,104300,M,UM,
SHORT,Canberra,CNBR,M,24948,S,S,
SHORT,SC-7 Skyvan,SC7,L,6220,L,L,
SHORT,C-23 Sherpa,SH33,M,11612,L,L,
SHORT,SD3-60,SH36,M,12292,L,L,
SHORT,S-312 Tucano,TUCA,L,3600,L,L,
SHUYA,Yunona,YUNO,L,0,L,L,
SIAI-MARCHETTI,SF-260,F260,L,1200,L,L,
SIAI-MARCHETTI,SF-260T,F26T,L,1160,L,L,
SIAI-MARCHETTI,S-205-18F,S05F,L,1200,L,L,
SIAI-MARCHETTI,S-205-22R,S05R,L,1350,L,L,
SIAI-MARCHETTI,S-208,S208,L,1505,L,L,
SIAI-MARCHETTI,SM-1019,SM19,L,0,L,L,
SIAT,223 Flamingo,S223,L,1050,L,L,
SICHUAN LANTIAN,Mi-17,MI8,M,13000,S,S,
SICHUAN LANTIAN,Mi-171,MI8,M,13000,S,S,
SIKORSKY,S-300,H269,L,1157,L,L,
SIKORSKY,CH-53A Sea Stallion,H53,M,19051,S,S,
SIKORSKY,CH-53A Yasur,H53,M,19051,S,S,
SIKORSKY,CH-53C,H53,M,19051,S,S,
SIKORSKY,CH-53D Sea Stallion,H53,M,19051,S,S,
SIKORSKY,CH-53G,H53,M,19051,S,S,
SIKORSKY,HH-53,H53,M,19051,S,S,
SIKORSKY,MH-53H,H53,M,19051,S,S,
SIKORSKY,MH-53J,H53,M,19051,S,S,
SIKORSKY,RH-53 Sea Stallion,H53,M,19051,S,S,
SIKORSKY,S-65,H53,M,19051,S,S,
SIKORSKY,S-65 Yasur,H53,M,19051,S,S,
SIKORSKY,Sea Stallion,H53,M,19051,S,S,
SIKORSKY,TH-53,H53,M,19051,S,S,
SIKORSKY,VH-53 Sea Stallion,H53,M,19051,S,S,
SIKORSKY,Yasur,H53,M,19051,S,S,
SIKORSKY,CH-53E Super Stallion,H53S,M,33340,S,S,
SIKORSKY,CH-53K King Stallion,H53S,M,33340,S,S,
SIKORSKY,King Stallion,H53S,M,33340,S,S,
SIKORSKY,MH-53E Sea Dragon,H53S,M,33340,S,S,
SIKORSKY,S-80,H53S,M,33340,S,S,
SIKORSKY,Sea Dragon,H53S,M,33340,S,S,
SIKORSKY,Super Stallion,H53S,M,33340,S,S,
SIKORSKY,AH-60 Black Hawk,H60,M,10659,S,S,
SIKORSKY,Black Hawk,H60,M,10659,S,S,
SIKORSKY,Desert Hawk,H60,M,10659,S,S,
SIKORSKY,EH-60 Black Hawk,H60,M,10659,S,S,
SIKORSKY,Firehawk,H60,M,10659,S,S,
SIKORSKY,HH-60 Black Hawk,H60,M,10659,S,S,
SIKORSKY,HH-60 Jayhawk,H60,M,10659,S,S,
SIKORSKY,HH-60 Pave Hawk,H60,M,10659,S,S,
SIKORSKY,HH-60 Rescue Hawk,H60,M,10659,S,S,
SIKORSKY,HM-2 Blackhawk,H60,M,10659,S,S,
SIKORSKY,Jayhawk,H60,M,10659,S,S,
SIKORSKY,JUH-60 Black Hawk,H60,M,10659,S,S,
SIKORSKY,Knighthawk,H60,M,10659,S,S,
SIKORSKY,MH-60 Black Hawk,H60,M,10659,S,S,
SIKORSKY,MH-60 Knighthawk,H60,M,10659,S,S,
SIKORSKY,MH-60 Strikehawk,H60,M,10659,S,S,
SIKORSKY,NSH-60 Seahawk,H60,M,10659,S,S,
SIKORSKY,Ocean Hawk,H60,M,10659,S,S,
SIKORSKY,Pave Hawk,H60,M,10659,S,S,
SIKORSKY,Rescue Hawk,H60,M,10659,S,S,
SIKORSKY,S-70,H60,M,10659,S,S,
SIKORSKY,S-70 Black Hawk,H60,M,10659,S,S,
SIKORSKY,S-70 Desert Hawk,H60,M,10659,S,S,
SIKORSKY,S-70 Firehawk,H60,M,10659,S,S,
SIKORSKY,S-70 Super Blue Hawk,H60,M,10659,S,S,
SIKORSKY,S-70 Thunderhawk,H60,M,10659,S,S,
SIKORSKY,Seahawk,H60,M,10659,S,S,
SIKORSKY,SH-60 Ocean Hawk,H60,M,10659,S,S,
SIKORSKY,SH-60 Seahawk,H60,M,10659,S,S,
SIKORSKY,Strikehawk,H60,M,10659,S,S,
SIKORSKY,Super Blue Hawk,H60,M,10659,S,S,
SIKORSKY,Thunderhawk,H60,M,10659,S,S,
SIKORSKY,UH-60 Black Hawk,H60,M,10659,S,S,
SIKORSKY,UH-60 Firehawk,H60,M,10659,S,S,
SIKORSKY,UH-60 Yanshuf,H60,M,10659,S,S,
SIKORSKY,VH-60 White Hawk,H60,M,10659,S,S,
SIKORSKY,White Hawk,H60,M,10659,S,S,
SIKORSKY,Yanshuf,H60,M,10659,S,S,
SIKORSKY,H-4 Hoverfly,R4,L,1153,L,L,
SIKORSKY,Hoverfly,R4,L,1153,L,L,
SIKORSKY,R-4 Hoverfly,R4,L,1153,L,L,
SIKORSKY,S-333,S330,L,1157,L,L,
SIKORSKY,S-434,S434,L,1300,L,L,
SIKORSKY,H-5,S51,L,2495,L,L,
SIKORSKY,HO3S,S51,L,2495,L,L,
SIKORSKY,R-5,S51,L,2495,L,L,
SIKORSKY,S-51,S51,L,2495,L,L,
SIKORSKY,HO5S,S52,L,953,L,L,
SIKORSKY,S-52,S52,L,953,L,L,
SIKORSKY,CH-19,S55P,L,3266,L,L,
SIKORSKY,Chickasaw,S55P,L,3266,L,L,
SIKORSKY,H-19,S55P,L,3266,L,L,
SIKORSKY,H-19 Chickasaw,S55P,L,3266,L,L,
SIKORSKY,HH-19,S55P,L,3266,L,L,
SIKORSKY,HO4S,S55P,L,3266,L,L,
SIKORSKY,HRS,S55P,L,3266,L,L,
SIKORSKY,S-55,S55P,L,3266,L,L,
SIKORSKY,S-55A,S55P,L,3266,L,L,
SIKORSKY,S-55C,S55P,L,3266,L,L,
SIKORSKY,UH-19,S55P,L,3266,L,L,
SIKORSKY,UH-19 Chickasaw,S55P,L,3266,L,L,
SIKORSKY,S-55T,S55T,L,3266,L,L,
SIKORSKY,CH-34 Chocktaw,S58P,L,5897,L,L,
SIKORSKY,Chocktaw,S58P,L,5897,L,L,
SIKORSKY,HH-34 Seahorse,S58P,L,5897,L,L,
SIKORSKY,HSS-1 Seabat,S58P,L,5897,L,L,
SIKORSKY,HUS Seahorse,S58P,L,5897,L,L,
SIKORSKY,S-58,S58P,L,5897,L,L,
SIKORSKY,S-58B,S58P,L,5897,L,L,
SIKORSKY,S-58C,S58P,L,5897,L,L,
SIKORSKY,S-58D,S58P,L,5897,L,L,
SIKORSKY,Seabat,S58P,L,5897,L,L,
SIKORSKY,Seahorse,S58P,L,5897,L,L,
SIKORSKY,SH-34 Seabat,S58P,L,5897,L,L,
SIKORSKY,UH-34 Seahorse,S58P,L,5897,L,L,
SIKORSKY,S-58DT,S58T,L,5900,L,L,
SIKORSKY,S-58ET,S58T,L,5900,L,L,
SIKORSKY,S-58T,S58T,L,5900,L,L,
SIKORSKY,CH-124 Sea King,S61,M,9980,S,S,
SIKORSKY,HSS-2 Sea King,S61,M,8864,S,S,
SIKORSKY,Nuri,S61,M,8864,S,S,
SIKORSKY,S-61A,S61,M,8864,S,S,
SIKORSKY,S-61A Nuri,S61,M,8864,S,S,
SIKORSKY,S-61B,S61,M,9980,S,S,
SIKORSKY,S-61D,S61,M,8864,S,S,
SIKORSKY,S-61L,S61,M,9980,S,S,
SIKORSKY,S-61N,S61,M,9980,S,S,
SIKORSKY,Sea King,S61,M,9980,S,S,
SIKORSKY,SH-3 Sea King,S61,M,8864,S,S,
SIKORSKY,UH-3 Sea King,S61,M,9980,S,S,
SIKORSKY,VH-3 Sea King,S61,M,8864,S,S,
SIKORSKY,CH-3,S61R,M,8845,S,S,
SIKORSKY,HH-3,S61R,M,8845,S,S,
SIKORSKY,HH-3 Pelican,S61R,M,8845,S,S,
SIKORSKY,Pelican,S61R,M,8845,S,S,
SIKORSKY,S-61R,S61R,M,8845,S,S,
SIKORSKY,HH-52 Seaguard,S62,L,3584,L,L,
SIKORSKY,S-62,S62,L,3584,L,L,
SIKORSKY,Seaguard,S62,L,3584,L,L,
SIKORSKY,CH-54 Tarhe,S64,M,21319,S,S,
SIKORSKY,S-64 Skycrane,S64,M,21319,S,S,
SIKORSKY,Skycrane,S64,M,21319,S,S,
SIKORSKY,Tarhe,S64,M,21319,S,S,
SIKORSKY,AUH-76,S76,L,5386,L,L,
SIKORSKY,Eagle,S76,L,5386,L,L,
SIKORSKY,H-76 Eagle,S76,L,5386,L,L,
SIKORSKY,S-76,S76,L,5386,L,L,
SIKORSKY,S-76 Spirit,S76,L,5386,L,L,
SIKORSKY,Spirit,S76,L,5386,L,L,
SIKORSKY,CH-148 Cyclone,S92,M,12837,S,S,
SIKORSKY,Cyclone,S92,M,12837,S,S,
SIKORSKY,H-92 Superhawk,S92,M,12837,S,S,
SIKORSKY,Helibus,S92,M,12837,S,S,
SIKORSKY,S-92 Helibus,S92,M,12837,S,S,
SIKORSKY,Superhawk,S92,M,12837,S,S,
SIKORSKY,Raider,S97,L,4990,L,L,
SIKORSKY,S-97 Raider,S97,L,4990,L,L,
SIKORSKY,X-2,X2,L,3600,L,L,
SIKORSKY,SpeedHawk,X49,M,9930,S,S,
SIKORSKY,X-49 SpeedHawk,X49,M,9930,S,S,
SILHOUETTE,Silhouette,SILH,L,0,L,L,
SILVERCRAFT,SH-4,SH4,L,862,L,L,
SINDLINGER,HH-1 Hawker Hurricane,HAHU,L,0,L,L,
SINGAPORE,A-4 Super Skyhawk,A4,M,11136,L,L,
SINGAPORE,AS-332 Super Puma,AS32,M,9300,S,S,
SINGAPORE,Super Puma,AS32,M,9300,S,S,
SINGAPORE,S-211,S211,L,2900,L,L,
SIPA,S-200 Minijet,S200,L,0,L,L,
SIPA,S-904,S900,L,0,L,L,
SIRAVIA,MJ-22 Tempête,MJ2,L,0,L,L,
SIVEL,Corriedale,CORR,L,0,L,L,
SKY RAIDER,Frontier,FRNT,L,0,L,L,
SKY RAIDER,Super Sky Raider,RAID,L,0,L,L,
SKYCRAFT,Super 2,ARV1,L,530,L,L,
SKYDANCER,SD-260,SD26,L,0,L,L,
SKYETON,Swift,SK10,L,0,L,L,
SKYFOX,CA-25 Impala,FOX,L,520,L,L,
SKYGEAR,Albatross,SALB,L,0,L,L,
SKYGEAR,Comet,SCOM,L,0,L,L,
SKYLINE,SL-122 Pchelka,S122,L,950,L,L,
SKYOTE AEROMARINE,Skyote,SKYO,L,0,L,L,
SKYSTAR,Kitfox,FOX,L,703,L,L,
SKYSTAR,Pulsar,PULS,L,635,L,L,
SKYSTAR,Kitfox Vixen,VIX,L,703,L,L,
SKYWOOD,SW-18 Teddy,SW18,L,0,L,L,
SLICK,360,SLK3,L,0,L,L,
SLICK,540,SLK5,L,0,L,L,
SLINGSBY,Firefly,RF6,L,1157,L,L,
SLIPSTREAM,Revelation,GSIS,L,0,L,L,
SLIPSTREAM,SkyBlaster,SBLS,L,0,L,L,
SLIPSTREAM,Scepter,SCEP,L,0,L,L,
SLIPSTREAM,SkyQuest,SQES,L,0,L,L,
SME,AeroTiga,MD3,L,920,L,L,
SMITH (1),Miniplane,DSA1,L,0,L,L,
SMITH (2),Termite,TERM,L,0,L,L,
SMITH (3),Acro Advanced,SACR,L,0,L,L,
SMITH AVIATION,Super Cub (PA-18T),P18T,L,798,L,L,
SMYTH,S Sidewinder,SIDE,L,0,L,L,
SOCATA,TB-360 Tangara,GA7,L,1724,L,L,
SOCATA,MS-200FG Morane,MS18,L,0,L,L,
SOCATA,MS-200RG Morane,MS25,L,0,L,L,
SOCATA,Epsilon 2,MS30,L,0,L,L,
SOCATA,MS-880 Rallye Club,RALL,L,950,L,L,
SOCATA,Provence,ST10,L,0,L,L,
SOCATA,Tampico,TAMP,L,1060,L,L,
SOCATA,Trinidad,TB20,L,1400,L,L,
SOCATA,Trinidad TC,TB21,L,1400,L,L,
SOCATA,Epsilon,TB30,L,1250,L,L,
SOCATA,Omega,TB31,L,0,L,L,
SOCATA,TBM-850,TBM8,L,3354,L,L,
SOCATA,TBM-900,TBM9,L,3354,L,L,
SOCATA,Tobago,TOBA,L,1150,L,L,
SOKO,G-2 Galeb,G2GL,L,4300,L,L,
SOKO,G-4 Super Galeb,G4SG,L,6400,L,L,
